LOCATION_CODE,CAMERA_TYPE,LOCATION_DETAILS,SCHOOL_ZONE_IND,SPEED_IND,COUNT
9573.0,Fixed Digital Speed Camera,HENRY LAWSON DRIVE PEAKHURST WESTBOUND,Y,Y,346
9574.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY KORORA NORTHBOUND,,Y,460
9577.0,Fixed Digital Speed Camera,NEW ENGLAND HIGHWAY KOOTINGAL NORTHBOUND,,Y,39
9578.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY NORTH MACKSVILLE SOUTHBOUND,,Y,104
9579.0,Fixed Digital Speed Camera,NEW ENGLAND HIGHWAY BLANDFORD SOUTHBOUND,,Y,728
9580.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY SANDGATE NORTHBOUND,,Y,282
9581.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY SANDGATE SOUTHBOUND,,Y,215
9582.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY MAYFIELD WEST EASTBOUND,,Y,257
9583.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY NORDS WHARF NORTHBOUND,,Y,239
9586.0,Fixed Digital Speed Camera,MCCAFFREY DRIVE  RANKIN PARK WESTBOUND,,Y,323
9587.0,Fixed Digital Speed Camera,TERRIGAL DRIVE  TERRIGAL EASTBOUND,,Y,5
9590.0,Fixed Digital Speed Camera,PRINCES HIGHWAY BERRY NORTHBOUND,,Y,439
9592.0,Fixed Digital Speed Camera,NORTHCLIFFE DRIVE WARRAWONG EASTBOUND,,Y,235
9593.0,Fixed Digital Speed Camera,PRINCES HIGHWAY BROUGHTON VILLAGE NORTHBOUND,,Y,51
9594.0,Fixed Digital Speed Camera,BOLONG ROAD BOMADERRY EASTBOUND,,Y,135
9596.0,Fixed Digital Speed Camera,LANYON DRIVE QUEANBEYAN NORTHBOUND,,Y,263
9597.0,Fixed Digital Speed Camera,M1 PRINCES MOTORWAY GWYNNEVILLE NORTHBOUND,,Y,592
9600.0,Fixed Digital Speed Camera,PRINCES HIGHWAY KOGARAH (Z) NORTHBOUND,Y,Y,574
9601.0,Fixed Digital Speed Camera,PRINCES HIGHWAY KOGARAH (Z) SOUTHBOUND,Y,Y,811
9602.0,Fixed Digital Speed Camera,MACPHERSON STREET MOSMAN (Z) SOUTHBOUND,Y,Y,884
9603.0,Fixed Digital Speed Camera,PRESIDENT AVENUE GYMEA (Z) WESTBOUND,Y,Y,137
9604.0,Fixed Digital Speed Camera,CARLINGFORD ROAD EPPING (Z) WESTBOUND,Y,Y,313
9606.0,Fixed Digital Speed Camera,HENRY PARRY DRIVE NORTH GOSFORD NORTHBOUND,Y,Y,583
9610.0,Fixed Digital Speed Camera,PRINCES HIGHWAY WEST WOLLONGONG (Z) NORTHBOUND,Y,Y,738
9612.0,Fixed Digital Speed Camera,PRINCES HIGHWAY BROGO NORTHBOUND,,Y,127
9613.0,Fixed Digital Speed Camera,CROSS CITY TUNNEL WOOLLOOMOOLOO EASTBOUND,,Y,542
9614.0,Fixed Digital Speed Camera,CROSS CITY TUNNEL EAST SYDNEY WESTBOUND,,Y,701
9615.0,Fixed Digital Speed Camera,SPIT ROAD MOSMAN SOUTHBOUND,,Y,165
9616.0,Fixed Digital Speed Camera,M1 PACIFIC MOTORWAY BAR POINT NORTHBOUND,,Y,246
9617.0,Fixed Digital Speed Camera,BEXLEY ROAD BEXLEY NORTH EASTBOUND,,Y,459
9618.0,Fixed Digital Speed Camera,PINE CREEK WAY BONVILLE SOUTHBOUND,,Y,291
9620.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY NEW ITALY SOUTHBOUND,,Y,180
9622.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY CHARMHAVEN SOUTHBOUND,,Y,480
9623.0,Fixed Digital Speed Camera,HINTERLAND WAY EWINGSDALE SOUTHBOUND,,Y,1570
9625.0,Fixed Digital Speed Camera,CONCORD ROAD CONCORD WEST NORTHBOUND,,Y,754
9626.0,Fixed Digital Speed Camera,CAPTAIN COOK DRIVE CARINGBAH EASTBOUND,,Y,177
9631.0,Fixed Digital Speed Camera,GREAT WESTERN HIGHWAY HARTLEY EASTBOUND,,Y,346
9632.0,Fixed Digital Speed Camera,GIINAGAY WAY URUNGA NORTHBOUND,,Y,187
9635.0,Fixed Digital Speed Camera,EASTERN DISTRIBUTOR DARLINGHURST NORTHBOUND,,Y,753
9636.0,Fixed Digital Speed Camera,NEW ENGLAND HIGHWAY LOCHINVAR (Z) EASTBOUND,Y,Y,1248
9637.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY GATESHEAD (Z) SOUTHBOUND,Y,Y,744
9638.0,Fixed Digital Speed Camera,BELLS LINE OF ROAD KURRAJONG HEIGHTS WESTBOUND,,Y,713
9639.0,Fixed Digital Speed Camera,PRINCES HIGHWAY NORTH WOLLONGONG SOUTHBOUND,,Y,321
9640.0,Fixed Digital Speed Camera,EASTERN ARTERIAL ROAD GORDON SOUTHBOUND,,Y,61
9641.0,Fixed Digital Speed Camera,EASTERN DISTRIBUTOR DARLINGHURST SOUTHBOUND,,Y,439
9642.0,Fixed Digital Speed Camera,EASTERN VALLEY WAY  NORTH WILLOUGHBY NORTHBOUND,,Y,133
9643.0,Fixed Digital Speed Camera,RICHMOND ROAD BERKSHIRE PARK EASTBOUND,,Y,280
9644.0,Fixed Digital Speed Camera,HENRY LAWSON DRIVE PICNIC POINT WESTBOUND,,Y,685
9645.0,Fixed Digital Speed Camera,ELIZABETH DRIVE MOUNT PRITCHARD WESTBOUND,,Y,762
9646.0,Fixed Digital Speed Camera,GIBSON AVENUE PADSTOW NORTHBOUND,,Y,369
9648.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY WOODBURN SOUTHBOUND,,Y,1273
9650.0,Fixed Digital Speed Camera,SPIT ROAD BEAUTY POINT NORTHBOUND,,Y,107
9651.0,Fixed Digital Speed Camera,CANTERBURY ROAD CANTERBURY NORTHBOUND,,Y,301
9652.0,Fixed Digital Speed Camera,TWEED VALLEY WAY BURRINGBAR NORTHBOUND,,Y,148
9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,716
9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,771
9657.0,Fixed Digital Speed Camera,PENNANT HILLS ROAD NTH PARRAMATTA (Z) NORTHBOUND,Y,Y,600
9658.0,Fixed Digital Speed Camera,PENNANT HILLS ROAD OATLANDS (Z) SOUTHBOUND,Y,Y,416
9660.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY OURIMBAH (Z) NORTHBOUND,Y,Y,612
9661.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY OURIMBAH (Z) SOUTHBOUND,Y,Y,502
9662.0,Fixed Digital Speed Camera,M1 PRINCES MOTORWAY GWYNNEVILLE SOUTHBOUND,,Y,301
9665.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY NORTH MACKSVILLE EASTBOUND,,Y,287
9666.0,Fixed Digital Speed Camera,GREAT WESTERN HIGHWAY MOUNT VICTORIA WESTBOUND,,Y,376
9667.0,Fixed Digital Speed Camera,WARRINGAH ROAD NARRAWEENA EASTBOUND,,Y,445
9669.0,Fixed Digital Speed Camera,HEATHCOTE ROAD ENGADINE WESTBOUND,,Y,64
9800.0,Fixed Digital Speed Camera,SYDNEY HARBOUR TUNNEL (NORTH) SYDNEY NORTHBOUND,,Y,428
9801.0,Fixed Digital Speed Camera,SYDNEY HARBOUR TUNNEL (SOUTH) SYDNEY SOUTHBOUND,,Y,453
9802.0,Fixed Digital Speed Camera,FITZWILLIAM ROAD TOONGABBIE (Z) EASTBOUND,Y,Y,349
9803.0,Fixed Digital Speed Camera,FITZWILLIAM ROAD OLD TOONGABBIE (Z) WESTBOUND,Y,Y,328
9804.0,Fixed Digital Speed Camera,OLD NORTHERN ROAD CASTLE HILL (Z) WESTBOUND,Y,Y,814
9806.0,Fixed Digital Speed Camera,WOODVILLE ROAD GUILDFORD (Z) NORTHBOUND,Y,Y,497
9807.0,Fixed Digital Speed Camera,WOODVILLE ROAD GUILDFORD (Z) SOUTHBOUND,Y,Y,508
9810.0,Fixed Digital Speed Camera,MERRYLANDS ROAD MERRYLANDS (Z) EASTBOUND,Y,Y,818
9811.0,Fixed Digital Speed Camera,BUNNERONG ROAD EASTGARDENS(Z) NORTHBOUND,Y,Y,588
9812.0,Fixed Digital Speed Camera,BUNNERONG ROAD MAROUBRA (Z) SOUTHBOUND,Y,Y,582
9813.0,Fixed Digital Speed Camera,MALABAR ROAD MAROUBRA (B)(Z) NORTHBOUND,Y,Y,280
9814.0,Fixed Digital Speed Camera,MALABAR ROAD MAROUBRA (B)(Z) SOUTHBOUND,Y,Y,182
9815.0,Fixed Digital Speed Camera,AVOCA STREET RANDWICK (Z) SOUTHBOUND,Y,Y,1112
9816.0,Fixed Digital Speed Camera,BOTANY ROAD ALEXANDRIA (Z) NORTHBOUND,Y,Y,382
9817.0,Fixed Digital Speed Camera,BOTANY ROAD ROSEBERY (Z) SOUTHBOUND,Y,Y,988
9818.0,Fixed Digital Speed Camera,HUME HIGHWAY BANKSTOWN (Z) EASTBOUND,Y,Y,625
9819.0,Fixed Digital Speed Camera,HUME HIGHWAY BANKSTOWN (Z) WESTBOUND,Y,Y,690
9820.0,Fixed Digital Speed Camera,HUME HIGHWAY ASHFIELD (Z) WESTBOUND,Y,Y,768
9821.0,Fixed Digital Speed Camera,BIGGE STREET LIVERPOOL (Z) NORTHBOUND,Y,Y,987
9822.0,Fixed Digital Speed Camera,KING GEORGES ROAD BEVERLY HILLS (Z) NORTHBOUND,Y,Y,589
9823.0,Fixed Digital Speed Camera,KING GEORGES ROAD BEVERLY HILLS (Z) SOUTHBOUND,Y,Y,825
9824.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY LINDFIELD (Z) EASTBOUND,Y,Y,516
9825.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY LINDFIELD (Z) WESTBOUND,Y,Y,431
9826.0,Fixed Digital Speed Camera,PITTWATER ROAD NARRABEEN (Z) NORTHBOUND,Y,Y,547
9827.0,Fixed Digital Speed Camera,PITTWATER ROAD NARRABEEN (Z) SOUTHBOUND,Y,Y,419
9828.0,Fixed Digital Speed Camera,EDGAR STREET CONDELL PARK (Z) NORTHBOUND,Y,Y,10
9829.0,Fixed Digital Speed Camera,FOREST ROAD  PENSHURST (Z) WESTBOUND,Y,Y,715
9830.0,Fixed Digital Speed Camera,FOREST ROAD  HURSTVILLE (Z) NORTHBOUND,Y,Y,929
9831.0,Fixed Digital Speed Camera,HARBORD ROAD  NORTH CURL CURL (Z) SOUTHBOUND,Y,Y,627
9832.0,Fixed Digital Speed Camera,CABRAMATTA ROAD BONNYRIGG (Z) WESTBOUND,Y,Y,1169
9833.0,Fixed Digital Speed Camera,KINGSWAY MIRANDA (Z) EASTBOUND,Y,Y,469
9834.0,Fixed Digital Speed Camera,KINGSWAY MIRANDA (Z) WESTBOUND,Y,Y,528
9835.0,Fixed Digital Speed Camera,VICTORIA ROAD RYDE (Z) EASTBOUND,Y,Y,758
9836.0,Fixed Digital Speed Camera,VICTORIA ROAD RYDE (Z) WESTBOUND,Y,Y,484
9837.0,Fixed Digital Speed Camera,CLEVELAND STREET MOORE PARK (Z) EASTBOUND,Y,Y,781
9838.0,Fixed Digital Speed Camera,CLEVELAND STREET MOORE PARK (Z) WESTBOUND,Y,Y,734
9839.0,Fixed Digital Speed Camera,VICTORIA ROAD RYDALMERE (Z) EASTBOUND,Y,Y,619
9840.0,Fixed Digital Speed Camera,VICTORIA ROAD RYDALMERE (Z) WESTBOUND,Y,Y,506
9841.0,Fixed Digital Speed Camera,WOODVILLE ROAD OLD GUILDFORD (Z) NORTHBOUND,Y,Y,567
9842.0,Fixed Digital Speed Camera,WOODVILLE ROAD CHESTER HILL (Z) SOUTHBOUND,Y,Y,850
9843.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY WAHROONGA (Z) NORTHBOUND,Y,Y,859
9844.0,Fixed Digital Speed Camera,PACIFIC HIGHWAY WAHROONGA (Z) SOUTHBOUND,Y,Y,730
9845.0,Fixed Digital Speed Camera,PARKER STREET KINGSWOOD (Z) NORTHBOUND,Y,Y,613
9846.0,Fixed Digital Speed Camera,PARKER STREET KINGSWOOD (Z) SOUTHBOUND,Y,Y,339
9847.0,Fixed Digital Speed Camera,PITTWATER ROAD NORTH NARRABEEN (Z) NORTHBOUND,Y,Y,518
9848.0,Fixed Digital Speed Camera,PITTWATER ROAD NORTH NARRABEEN (Z) SOUTHBOUND,Y,Y,614
9849.0,Fixed Digital Speed Camera,THE BOULEVARDE STRATHFIELD (Z) NORTHBOUND,Y,Y,1217
9850.0,Fixed Digital Speed Camera,TERRIGAL DRIVE TERRIGAL WESTBOUND,Y,Y,308
9851.0,Fixed Digital Speed Camera,EDGAR STREET CONDELL PARK (Z) NORTHBOUND,Y,Y,807
10000.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY SCONE  SOUTHBOUND,,Y,2
10008.0,Mobile Digital Speed Camera,PUTTY ROAD BULGA EASTBOUND,,Y,1
10009.0,Mobile Digital Speed Camera,PUTTY ROAD GLENRIDDING SOUTHBOUND,,Y,1
10010.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY BLACKSMITHS SOUTHBOUND,,Y,96
10011.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY BLACKSMITHS SOUTHBOUND,,Y,27
10012.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY BLACKSMITHS NORTHBOUND,,Y,57
10013.0,Mobile Digital Speed Camera,PUTTY ROAD GLENRIDDING NORTHBOUND,,Y,3
10019.0,Mobile Digital Speed Camera,PUTTY ROAD MOUNT THORLEY WESTBOUND,,Y,1
10021.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY DUNOLLY EASTBOUND,,Y,108
10022.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY MCDOUGALLS HILL WESTBOUND,,Y,103
10036.0,Mobile Digital Speed Camera,BRIDGE STREET BRANXTON SOUTHBOUND,,Y,2
10038.0,Mobile Digital Speed Camera,LAKE ROAD ELRINGTON EASTBOUND,,Y,1
10042.0,Mobile Digital Speed Camera,WINE COUNTRY DRIVE ROTHBURY SOUTHBOUND,,Y,1
10043.0,Mobile Digital Speed Camera,WINE COUNTRY DRIVE ROTHBURY SOUTHBOUND,,Y,5
10044.0,Mobile Digital Speed Camera,WINE COUNTRY DRIVE ROTHBURY SOUTHBOUND,,Y,3
10047.0,Mobile Digital Speed Camera,DENTON PARK DRIVE RUTHERFORD NORTHBOUND,,Y,1
10050.0,Mobile Digital Speed Camera,THE LAKES WAY DARAWANK SOUTHBOUND,,Y,22
10051.0,Mobile Digital Speed Camera,THE LAKES WAY DARAWANK NORTHBOUND,,Y,2
10052.0,Mobile Digital Speed Camera,THE LAKES WAY DARAWANK SOUTHBOUND,,Y,1
10055.0,Mobile Digital Speed Camera,THE LAKES WAY DARAWANK NORTHBOUND,,Y,1
10060.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY HEATHERBRAE SOUTHBOUND,,Y,32
10071.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY WOLLOGORANG NORTHBOUND,,Y,1
10073.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY COLLECTOR SOUTHBOUND,,Y,2
10075.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY COLLECTOR  NORTHBOUND,,Y,7
10077.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY LAKE GEORGE SOUTHBOUND,,Y,16
10080.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY ABERDEEN SOUTHBOUND,,Y,2
10081.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY MUSWELLBROOK NORTHBOUND,,Y,7
10085.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY COLLECTOR  NORTHBOUND,,Y,3
10086.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY COLLECTOR EASTBOUND,,Y,17
10088.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY COLLECTOR  WESTBOUND,,Y,2
10089.0,Mobile Digital Speed Camera,FEDERAL HIGHWAY WOLLOGORANG EASTBOUND,,Y,2
10090.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY NORTH ARM COVE SOUTHBOUND,,Y,33
10091.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY TEA GARDENS NORTHBOUND,,Y,22
10092.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY TEA GARDENS SOUTHBOUND,,Y,91
10110.0,Mobile Digital Speed Camera,CESSNOCK ROAD AWABA EASTBOUND,,Y,34
10112.0,Mobile Digital Speed Camera,OLYMPIC HIGHWAY YOUNG SOUTHBOUND,,Y,1
10117.0,Mobile Digital Speed Camera,OLYMPIC HIGHWAY WALLENDBEEN NORTHBOUND,,Y,2
10120.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY WHITTINGHAM  WESTBOUND,,Y,64
10122.0,Mobile Digital Speed Camera,OLYMPIC HIGHWAY YOUNG NORTHBOUND,,Y,1
10123.0,Mobile Digital Speed Camera,OLYMPIC HIGHWAY YOUNG NORTHBOUND,,Y,1
10130.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY BENNETTS GREEN SOUTHBOUND,,Y,92
10131.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY BENNETTS GREEN NORTHBOUND,,Y,56
10138.0,Mobile Digital Speed Camera,NEWELL HIGHWAY BALLADORAN NORTHBOUND,,Y,2
10140.0,Mobile Digital Speed Camera,NEWELL HIGHWAY BALLADORAN SOUTHBOUND,,Y,2
10146.0,Mobile Digital Speed Camera,NEWELL HIGHWAY EUMUNGERIE NORTHBOUND,,Y,1
10147.0,Mobile Digital Speed Camera,NEWELL HIGHWAY BIDDON NORTHBOUND,,Y,1
10150.0,Mobile Digital Speed Camera,NEWELL HIGHWAY COONABARABRAN SOUTHBOUND,,Y,7
10158.0,Mobile Digital Speed Camera,NEWELL HIGHWAY GOWANG SOUTHBOUND,,Y,2
10159.0,Mobile Digital Speed Camera,NEWELL HIGHWAY GOWANG NORTHBOUND,,Y,1
10160.0,Mobile Digital Speed Camera,PALMERS ROAD FREEMANS WATERHOLE WESTBOUND,,Y,10
10162.0,Mobile Digital Speed Camera,NEWELL HIGHWAY COONABARABRAN NORTHBOUND,,Y,1
10180.0,Mobile Digital Speed Camera,CESSNOCK ROAD MAITLAND SOUTHBOUND,,Y,70
10181.0,Mobile Digital Speed Camera,CESSNOCK ROAD MAITLAND SOUTHBOUND,,Y,20
10182.0,Mobile Digital Speed Camera,CESSNOCK ROAD MAITLAND NORTHBOUND,,Y,32
10200.0,Mobile Digital Speed Camera,MEDOWIE ROAD MEDOWIE SOUTHBOUND,,Y,5
10201.0,Mobile Digital Speed Camera,MEDOWIE ROAD WILLIAMTOWN SOUTHBOUND,,Y,5
10202.0,Mobile Digital Speed Camera,MEDOWIE ROAD WILLIAMTOWN NORTHBOUND,,Y,1
10204.0,Mobile Digital Speed Camera,MYALL STREET TEA GARDENS EASTBOUND,,Y,2
10206.0,Mobile Digital Speed Camera,MYALL STREET TEA GARDENS EASTBOUND,,Y,2
10210.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY HARPERS HILL WESTBOUND,,Y,22
10212.0,Mobile Digital Speed Camera,WARREN STREET SEAHAM SOUTHBOUND,,Y,3
10218.0,Mobile Digital Speed Camera,COWPER STREET STROUD SOUTHBOUND,,Y,2
10224.0,Mobile Digital Speed Camera,THE BUCKETTS WAY LIMEBURNERS CREEK NORTHBOUND,,Y,1
10226.0,Mobile Digital Speed Camera,BUCKETTS WAY WARD RIVER NORTHBOUND,,Y,5
10227.0,Mobile Digital Speed Camera,BUCKETTS WAY WARDS RIVER SOUTHBOUND,,Y,3
10228.0,Mobile Digital Speed Camera,BUCKETTS WAY AND CHURCH STREET GLOUCESTER  NORTHBOUND,,Y,1
10229.0,Mobile Digital Speed Camera,BUCKETTS WAY/CHURCH STREET GLOUCESTER SOUTHBOUND,,Y,2
10231.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY TWELVE MILE CREEK NORTHBOUND,,Y,44
10246.0,Mobile Digital Speed Camera,DENMAN ROAD MUSWELLBROOK EASTBOUND,,Y,2
10247.0,Mobile Digital Speed Camera,GOLDEN HIGHWAY SANDY HOLLOW WESTBOUND,,Y,1
10250.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY ARMIDALE NORTHBOUND,,Y,12
10251.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY BLACK MOUNTAIN NORTHBOUND,,Y,3
10252.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY BLACK MOUNTAIN NORTHBOUND,,Y,6
10253.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY BLACK MOUNTAIN SOUTHBOUND,,Y,21
10255.0,Mobile Digital Speed Camera,THE ESPLANADE SPEERS POINT SOUTHBOUND,,Y,2
10256.0,Mobile Digital Speed Camera,THE ESPLANADE SPEERS POINT NORTHBOUND,,Y,1
10274.0,Mobile Digital Speed Camera,TAMARIND DRIVE CUMBALUM NORTHBOUND,,Y,35
10275.0,Mobile Digital Speed Camera,TAMARIND DRIVE CUMBALUM SOUTHBOUND,,Y,15
10276.0,Mobile Digital Speed Camera,TAMARIND DRIVE BALLINA SOUTHBOUND,,Y,2
10277.0,Mobile Digital Speed Camera,TAMARIND DRIVE TINTENBAR NORTHBOUND,,Y,4
10280.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY URUNGA SOUTHBOUND,,Y,18
10282.0,Mobile Digital Speed Camera,GIINAGAY WAY URUNGA NORTHBOUND,,Y,64
10283.0,Mobile Digital Speed Camera,GIINAGAY STREET URUNGA NORTHBOUND,,Y,8
10284.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY URUNGA SOUTHBOUND,,Y,18
10286.0,Mobile Digital Speed Camera,ORARA WAY NANA GLEN NORTHBOUND,,Y,1
10287.0,Mobile Digital Speed Camera,CORAMBA STREET GLENREAGH  NORTHBOUND,,Y,7
10288.0,Mobile Digital Speed Camera,CORAMBA STREET GLENREAGH  NORTHBOUND,,Y,19
10290.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY WOODBURN (Z) NORTHBOUND,,Y,35
10291.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY RILEYS HILL SOUTHBOUND,,Y,2
10294.0,Mobile Digital Speed Camera,CORAMBA STREET GLENREAGH SOUTHBOUND,,Y,1
10300.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY BROADWATER EASTBOUND,,Y,2
10301.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY EAST WARDELL NORTHBOUND,,Y,12
10303.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY EAST WARDELL NORTHBOUND,,Y,1
10307.0,Mobile Digital Speed Camera,KEMPSEY ROAD WILLAWARRIN EASTBOUND,,Y,1
10310.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY PIMLICO NORTHBOUND,,Y,4
10311.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY WARDELL NORTHBOUND,,Y,1
10315.0,Mobile Digital Speed Camera,ARGYLE STREET MULLUMBIMBY WESTBOUND,,Y,14
10316.0,Mobile Digital Speed Camera,ARGYLE STREET MULLUMBIMBY EASTBOUND,,Y,17
10318.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY DUNDEE SOUTHBOUND,,Y,2
10319.0,Mobile Digital Speed Camera,OXLEY HIGHWAY YARROWITCH WESTBOUND,,Y,4
10326.0,Mobile Digital Speed Camera,TWEED COAST ROAD HASTINGS POINT NORTHBOUND,,Y,1
10329.0,Mobile Digital Speed Camera,TWEED COAST ROAD BOGANGAR SOUTHBOUND,,Y,4
10330.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY CORINDI BEACH SOUTHBOUND,,Y,2
10331.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY CORINDI BEACH SOUTHBOUND,,Y,32
10332.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY CORINDI BEACH SOUTHBOUND,,Y,4
10333.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY CORINDI BEACH SOUTHBOUND,,Y,2
10335.0,Mobile Digital Speed Camera,TWEED COAST ROAD CHINDERAH NORTHBOUND,,Y,9
10336.0,Mobile Digital Speed Camera,TWEED COAST ROAD CHINDERAH NORTHBOUND,,Y,2
10337.0,Mobile Digital Speed Camera,TWEED COAST ROAD CASUARINA SOUTHBOUND,,Y,3
10340.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY MIDDLE BROTHER NORTHBOUND,,Y,1
10343.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY KEW NORTHBOUND,,Y,16
10346.0,Mobile Digital Speed Camera,IRRIGATION WAY STANBRIDGE EASTBOUND,,Y,3
10348.0,Mobile Digital Speed Camera,IRRIGATION WAY LEETON EASTBOUND,,Y,2
10352.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY CHATSWORTH SOUTHBOUND,,Y,3
10357.0,Mobile Digital Speed Camera,KIDMAN WAY HANWOOD SOUTHBOUND,,Y,1
10358.0,Mobile Digital Speed Camera,KIDMAN WAY WILLBRIGGIE SOUTHBOUND,,Y,1
10362.0,Mobile Digital Speed Camera,KENNEDY DRIVE TWEED HEADS WEST WESTBOUND,,Y,36
10365.0,Mobile Digital Speed Camera,KIDMAN WAY WILLBRIGGIE SOUTHBOUND,,Y,2
10366.0,Mobile Digital Speed Camera,KIDMAN WAY WILLBRIGGIE NORTHBOUND,,Y,1
10368.0,Mobile Digital Speed Camera,KIDMAN WAY DARLINGTON POINT SOUTHBOUND,,Y,5
10371.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY JACKY BULBIN FLAT SOUTHBOUND,,Y,31
10373.0,Mobile Digital Speed Camera,KIDMAN WAY DARLINGTON POINT SOUTHBOUND,,Y,3
10374.0,Mobile Digital Speed Camera,KIDMAN WAY DARLINGTON POINT NORTHBOUND,,Y,1
10375.0,Mobile Digital Speed Camera,KIDMAN WAY DARLINGTON POINT NORTHBOUND,,Y,1
10380.0,Mobile Digital Speed Camera,RIVER STREET WEST BALLINA WESTBOUND,,Y,99
10381.0,Mobile Digital Speed Camera,RIVER STREET WEST BALLINA WESTBOUND,,Y,53
10382.0,Mobile Digital Speed Camera,RIVER STREET WEST BALLINA WESTBOUND,,Y,13
10383.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY (KERR STREET) BALLINA SOUTHBOUND,,Y,51
10400.0,Mobile Digital Speed Camera,NEW ENGLAND HIGHWAY GUYRA NORTHBOUND,,Y,15
10410.0,Mobile Digital Speed Camera,MACLEAY VALLEY WAY BARRAGANYATTI SOUTHBOUND,,Y,3
10411.0,Mobile Digital Speed Camera,MACLEAY VALLEY WAY BARRAGANYATTI SOUTHBOUND,,Y,5
10412.0,Mobile Digital Speed Camera,MACLEAY VALLEY WAY BARRAGANYATTI SOUTHBOUND,,Y,6
10413.0,Mobile Digital Speed Camera,MACLEAY VALLEY WAY CLYBUCCA SOUTHBOUND,,Y,6
10414.0,Mobile Digital Speed Camera,MCLEAY VALLEY WAY BARRAGANYATTI NORTHBOUND,,Y,20
10416.0,Mobile Digital Speed Camera,MCLEAY VALLEY WAY BARRAGANYATTI SOUTHBOUND,,Y,4
10417.0,Mobile Digital Speed Camera,MCLEAY VALLEY WAY BARRAGANYATTI  SOUTHBOUND,,Y,6
10423.0,Mobile Digital Speed Camera,THUNDERBOLTS WAY BUNDARRA SOUTHBOUND,,Y,2
10430.0,Mobile Digital Speed Camera,PACIFIC HIGHWAY COFFS HARBOUR SOUTHBOUND,,Y,30
