LOCATION_CODE,LATITUDE,LONGITUDE
10535.0,-33.7877012,150.7714889
10538.0,-33.7945065,151.196447
10540.0,-34.3688297,148.2995021
10544.0,-33.7466399,150.6732759
10545.0,-33.7466399,150.6732759
10546.0,-33.7466399,150.6732759
10547.0,-33.7466399,150.6732759
10549.0,-33.74353,150.657074
10550.0,-33.742987,150.650607
10551.0,-33.7424683,150.6489233
10552.0,-33.7461689,150.6247998
10553.0,-33.7457956,150.6315354
10554.0,-33.7461689,150.6247998
10559.0,-33.761657,150.6405007
10575.0,-33.739417,151.120374
10582.0,-33.8027309,151.1376353
10588.0,-33.7625176,150.992333
10589.0,-33.7625176,150.992333
10590.0,-33.7625176,150.992333
10591.0,-33.7625176,150.992333
10597.0,-33.8071556,151.0845597
10608.0,-33.8028358,151.1997434
10610.0,-34.5313582,148.220244
10612.0,-34.5313582,148.220244
10617.0,-33.7093933,151.1247591
10618.0,-33.7093933,151.1247591
10619.0,-33.7093933,151.1247591
10620.0,-35.1310332,147.352978
10621.0,-33.797478,151.209876
10630.0,-33.9671027,147.1603969
10631.0,-34.091412,147.1434497
10632.0,-34.091412,147.1434497
10633.0,-33.9671027,147.1603969
10641.0,-34.808459,148.6282225
10642.0,-34.7736734,148.8159004
10646.0,-33.10075,149.6947148
10662.0,-33.4973981,149.3239738
10665.0,-33.4872525,149.4098344
10667.0,-33.3529864,149.1699371
10668.0,-33.4169574,149.2605298
10669.0,-33.433177,149.3479195
10671.0,-33.433177,149.3479195
10672.0,-33.4231777,149.4226526
10673.0,-33.4357935,149.3650106
10674.0,-33.4169574,149.2605298
10675.0,-33.4169574,149.2605298
10676.0,-33.3529864,149.1699371
10679.0,-34.5277585,149.5617237
10684.0,-34.5089988,149.5479724
10685.0,-34.5089988,149.5479724
10691.0,-34.5089988,149.5479724
10695.0,-34.5779708,150.3072493
10697.0,-34.587423,150.6118124
10698.0,-34.5892075,150.5981673
10700.0,-35.6871186,147.0335179
10710.0,-34.615585,150.781774
10711.0,-34.6271746,150.7772685
10714.0,-34.6271746,150.7772685
10716.0,-34.644083,150.7738515
10723.0,-33.45404750000001,151.3158746
10728.0,-33.029612,151.1331168
10730.0,-34.56672100000001,150.802051
10731.0,-34.5630556,150.7977601
10732.0,-31.3689451,152.8011527
10733.0,-34.56672100000001,150.802051
10738.0,-28.9269135,152.3739046
10741.0,-36.352519,148.7618576
10742.0,-36.352519,148.7618576
10751.0,-35.95086510000001,149.1453135
10752.0,-35.95086510000001,149.1453135
10761.0,-35.1702058,150.4439415
10770.0,-34.7434103,149.8430427
10771.0,-34.7086413,150.0098438
10772.0,-34.7086413,150.0098438
10773.0,-34.7086413,150.0098438
10780.0,-34.6377064,150.1342428
10781.0,-34.6377064,150.1342428
10782.0,-34.6377064,150.1342428
10791.0,-35.904447,150.080262
10792.0,-35.981226,150.1046092
10809.0,-29.4677566,149.7875621
10812.0,-29.4677566,149.7875621
10813.0,-29.4677566,149.7875621
10821.0,-34.3339998,150.9130166
10828.0,-29.7388887,151.0060936
10832.0,-34.3002297,150.9130215
10835.0,-29.773073,151.341438
10842.0,-34.8135662,150.5718546
10861.0,-34.3817187,150.8960755
10862.0,-34.3829358,150.8950906
10864.0,-29.09610859999999,152.0020534
10865.0,-29.311374,151.9345221
10866.0,-29.311374,151.9345221
10871.0,-34.494668,150.795033
10894.0,-35.1968913,148.1534808
10911.0,-34.7153722,150.8422209
10920.0,-34.7434103,149.8430427
10921.0,-34.7434103,149.8430427
10932.0,-34.1456261,150.9936021
10940.0,-34.3002297,150.9130215
10941.0,-34.3002297,150.9130215
10950.0,-34.4562961,150.8438715
10951.0,-34.4562961,150.8438715
10953.0,-35.2612865,147.1437984
10954.0,-35.2093442,147.2210188
10956.0,-35.2093442,147.2210188
10958.0,-34.6229529,144.3572022
10960.0,-35.0003217,146.8260653
10963.0,-34.812406,146.5812767
10964.0,-34.812406,146.5812767
10968.0,-34.9234555,146.6547889
10970.0,-34.8295937,149.5915605
10971.0,-34.8295937,149.5915605
10972.0,-34.8295937,149.5915605
10973.0,-34.8295937,149.5915605
10974.0,-35.1076777,147.2217555
10976.0,-35.0003217,146.8260653
10977.0,-35.0003217,146.8260653
10979.0,-34.9234555,146.6547889
10980.0,-34.9234555,146.6547889
10982.0,-35.0574569,147.0263881
10983.0,-35.0574569,147.0263881
10984.0,-35.078126,147.0883477
10986.0,-35.078126,147.0883477
10990.0,-35.0574569,147.0263881
11000.0,-33.932855,151.011572
11001.0,-33.9351704,151.01043
11013.0,-36.2467099,149.144275
11014.0,-36.2467099,149.144275
11020.0,-33.8039721,151.0297681
11021.0,-33.8043858,151.0268068
11022.0,-36.3800858,149.214763
11024.0,-36.0155141,149.1477976
11030.0,-33.8598354,151.1424202
11045.0,-36.2214318,150.1329188
11054.0,-36.10629060000001,150.0573536
11055.0,-36.10629060000001,150.0573536
11057.0,-36.10629060000001,150.0573536
11058.0,-36.10629060000001,150.0573536
11060.0,-36.0390811,150.0841412
11066.0,-35.8354451,150.1281656
11067.0,-35.6499065,150.2388433
11068.0,-35.6499065,150.2388433
11073.0,-35.8129811,150.1294281
11074.0,-35.8354451,150.1281656
11076.0,-35.9052811,150.081466
11079.0,-35.6499065,150.2388433
11080.0,-33.8976453,150.9934324
11081.0,-33.899699,150.99337
11082.0,-33.90092,150.9949
11083.0,-33.899699,150.99337
11084.0,-33.899699,150.99337
11085.0,-33.8976453,150.9934324
11090.0,-33.635906,150.2852983
11092.0,-33.637864,150.285325
11093.0,-33.635906,150.2852983
11094.0,-33.637864,150.285325
11100.0,-33.7884249,150.9196134
11109.0,-36.234901,149.12581
11110.0,-33.980572,151.106822
11112.0,-33.9826229,151.1089423
11113.0,-33.9826229,151.1089423
11125.0,-32.6120337,148.948318
11128.0,-32.8558397,148.9120034
11129.0,-32.9674175,148.8866337
11134.0,-33.1144274,148.9346578
11136.0,-32.9674175,148.8866337
11141.0,-33.3173267,149.0939552
11144.0,-33.2619756,149.0174682
11145.0,-33.2335106,148.8461186
11146.0,-33.2335106,148.8461186
11147.0,-33.897568,151.2620411
11150.0,-33.8881155,151.1655005
11151.0,-33.8659646,150.7780318
11152.0,-33.8458391,151.0096446
11153.0,-33.8458391,151.0096446
11154.0,-33.8538428,151.0083183
11155.0,-33.8538428,151.0083183
11156.0,-33.8659646,150.7780318
11157.0,-33.8458391,151.0096446
11159.0,-33.9056853,151.0494723
11161.0,-33.9081138,151.0662861
11162.0,-33.9081138,151.0662861
11170.0,-33.9738324,151.1293643
11171.0,-33.9771938,151.1243653
11172.0,-33.9738324,151.1293643
11182.0,-33.9390731,150.9125405
11190.0,-33.8991856,151.047827
11191.0,-33.8869716,151.0725718
11192.0,-33.8926879,151.0557367
11194.0,-33.8618012,150.9939098
11196.0,-33.8642754,151.0366199
11197.0,-33.8618012,150.9939098
11200.0,42.8897471,-85.7618428
11201.0,-33.8642754,151.0366199
11202.0,-33.8642754,151.0366199
11203.0,-33.8640969,151.0212143
11210.0,-34.0478665,151.1401536
11217.0,-33.9070494,151.056991
11218.0,-33.9070494,151.056991
11219.0,-33.9070494,151.056991
11220.0,-33.9070494,151.056991
11221.0,-34.51929,150.2978607
11222.0,-34.51929,150.2978607
11223.0,-33.9070494,151.056991
11230.0,-33.738493,150.8571677
11234.0,-33.6836986,151.2610741
11236.0,-35.0824973,149.0301282
11237.0,-35.0567118,149.0214315
11238.0,-35.1593976,149.0616498
11240.0,-33.7316815,151.3013157
11241.0,-33.7316815,151.3013157
11243.0,-35.0567118,149.0214315
11247.0,-33.9116345,151.2587555
11250.0,-33.7635509,150.8604541
11251.0,-33.7635509,150.8604541
11252.0,-33.7635509,150.8604541
11253.0,-33.7635509,150.8604541
11254.0,-33.924679,151.1922601
11257.0,-33.471826,151.2884585
11258.0,-33.471826,151.2884585
11259.0,-33.471826,151.2884585
11260.0,-33.8542473,151.1496472
11264.0,-33.8916552,151.0730742
11265.0,-33.8881459,151.0739422
11266.0,-33.8916552,151.0730742
11267.0,-33.3013498,150.7013218
11270.0,-33.7027656,151.0287003
11285.0,-33.5235942,151.3122438
11289.0,-33.5167146,151.3296779
11290.0,-33.5167146,151.3296779
11300.0,-33.955819,150.835332
11301.0,-33.955819,150.835332
11302.0,-33.955819,150.835332
11321.0,-34.035617,150.9605754
11330.0,-34.0486339,150.7156537
11331.0,-34.0486339,150.7156537
11354.0,-28.324558,153.4147329
11360.0,-33.6945446,150.9218397
11370.0,-33.7664875,150.7504062
11371.0,-33.787026,150.845033
11372.0,-33.7775571,150.8016464
11373.0,-33.7752641,150.7955517
