,Unnamed: 0,OFFENCE_FINYEAR,OFFENCE_MONTH,OFFENCE_CODE,OFFENCE_DESC,LEGISLATION,SECTION_CLAUSE,FACE_VALUE,CAMERA_IND,CAMERA_TYPE,LOCATION_CODE,LOCATION_DETAILS,SCHOOL_ZONE_IND,SPEED_BAND,SPEED_IND,POINT_TO_POINT_IND,RED_LIGHT_CAMERA_IND,SPEED_CAMERA_IND,SEATBELT_IND,MOBILE_PHONE_IND,PARKING_IND,CINS_IND,FOOD_IND,BICYCLE_TOY_ETC_IND,TOTAL_NUMBER,TOTAL_VALUE
119770,185405,2012-2013,01/03/2013,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,313,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,313
119788,185429,2012-2013,01/12/2012,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,417,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,3,1251
119854,185508,2013-2014,01/03/2014,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1240,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,6,7440
119922,185600,2012-2013,01/09/2012,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),298,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,25,7450
120036,185750,2016-2017,01/10/2016,83491,Proceed through red traffic arrow - Camera recorded - Individual,ROAD RULES 2014,60,433,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,31,13423
120074,185801,2017-2018,01/09/2017,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,884,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,13,11492
120152,185905,2013-2014,01/01/2014,24703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,1240,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,1240
120226,186118,2011-2012,01/06/2012,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),265,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,29,7685
120253,186214,2016-2017,01/02/2017,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,270,30780
120358,186528,2014-2015,01/10/2014,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),311,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,4,1244
120456,186733,2013-2014,01/12/2013,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,248,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,74,18352
120476,186780,2014-2015,01/04/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,14,3556
120494,186833,2014-2015,01/09/2014,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,254,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,39,9906
120584,186996,2016-2017,01/08/2016,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Mobile Digital Speed Camera,22900.0,MOWBRAY ROAD LANE COVE NORTH EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,39,4446
120588,187000,2016-2017,01/06/2017,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,189,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,44,8316
120705,187179,2016-2017,01/12/2016,33052,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Corporation,ROAD RULES 2014,20,1705,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,1705
120720,187199,2012-2013,01/07/2012,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),298,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,28,8344
120728,187208,2014-2015,01/02/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,23,5842
120851,187395,2014-2015,01/12/2014,32957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Corporation,ROAD RULES 2014,20,910,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,1820
120855,187401,2015-2016,01/10/2015,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,446,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,892
120893,187450,2016-2017,01/03/2017,32995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,2275,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,2,4550
120928,187506,2013-2014,01/06/2014,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,815
120931,187509,2014-2015,01/12/2014,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,32,13952
120957,187539,2013-2014,01/09/2013,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,815
121006,187602,2013-2014,01/10/2013,24733,Proceed through red traffic arrow - Camera Detected - Corporation,ROAD RULES 2008,60,2025,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,2,4050
121043,187652,2012-2013,01/04/2013,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),298,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,24,7152
121065,187689,2016-2017,01/08/2016,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,17,1938
121112,187761,2015-2016,01/04/2016,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),319,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,37,11803
121154,187819,2013-2014,01/08/2013,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,2,1630
121169,187837,2015-2016,01/06/2016,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),319,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,33,10527
121177,187849,2015-2016,01/03/2016,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,560,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,560
121251,187953,2012-2013,01/06/2013,24701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,525,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,1575
121321,188057,2015-2016,01/12/2015,32950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,1300,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,2600
121328,188066,2017-2018,01/08/2017,82927,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,576,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,576
121438,188226,2013-2014,01/04/2014,74723,Exceed speed limit over 10 km/h - Camera Detected,ROAD RULES 2008,20,425,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,850
121517,188332,2014-2015,01/09/2014,74712,Exceed speed limit 10 km/h and under - Camera Detected - School Zone,ROAD RULES 2008,20,436,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,436
121518,188334,2013-2014,01/02/2014,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),304,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,33,10032
121522,188339,2016-2017,01/06/2017,83039,Motor vehicle exceed speed limit - over 20 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,568,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,5,2840
121572,188402,2012-2013,01/10/2012,74721,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,313,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,3,939
121655,188517,2013-2014,01/03/2014,74722,Exceed speed limit 10 km/h and under - Camera Detected - School Zone,ROAD RULES 2008,20,425,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,425
121706,188578,2015-2016,01/10/2015,83052,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,335,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,72,24120
121759,188647,2013-2014,01/11/2013,74701,Exceed speed limit 10km/h and under - Camera Detected,ROAD RULES 2008,20,106,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,84,8904
121810,188717,2015-2016,01/11/2015,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,335,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,5,1675
121816,188724,2012-2013,01/02/2013,74709,Exceed speed limit over 45 km/h - Camera Detected,ROAD RULES 2008,20,2154,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,1,2154
121849,188765,2014-2015,01/12/2014,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,69,17526
121856,188772,2016-2017,01/04/2017,83093,Motor vehicle exceed speed limit - over 45 km/h - Camera recorded - Individual,ROAD RULES 2014,20,2350,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,3,7050
121930,188865,2017-2018,01/10/2017,32960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,4420,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,1,4420
121935,188870,2011-2012,01/04/2012,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,216,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,66,14256
121995,188946,2015-2016,01/07/2015,83162,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,335,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,335
122063,189029,2015-2016,01/02/2016,83229,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,335,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,670
122141,189136,2015-2016,01/03/2016,32950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,1300,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,1300
122142,189137,2011-2012,01/04/2012,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),265,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,32,8480
122199,189208,2016-2017,01/05/2017,83039,Motor vehicle exceed speed limit - over 20 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,568,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,7,3976
122222,189240,2016-2017,01/08/2016,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,570,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,1140
122250,189272,2015-2016,01/02/2016,33052,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Corporation,ROAD RULES 2014,20,1675,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,1,1675
122259,189283,2016-2017,01/01/2017,82792,Drive in bus lane - Camera recorded - Individual,ROAD RULES 2014,154(1),325,Y,Fixed Digital Bus Lane Camera,8468.0,EPPING ROAD LANE COVE WESTBOUND,,,,,,,,,,,,,19,6175
122317,189355,2012-2013,01/01/2013,74711,Exceed speed limit 10 km/h and under - Camera Detected,ROAD RULES 2008,20,313,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,313
122447,189520,2014-2015,01/04/2015,32995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Corporation,ROAD RULES 2014,20,2180,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,2180
122454,189528,2014-2015,01/04/2015,83052,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,327,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,21,6867
122455,189529,2016-2017,01/03/2017,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),433,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,69,29877
122477,189557,2012-2013,01/02/2013,74735,Drive in bus lane - Camera Detected - Individual,ROAD RULES 2008,154(1),298,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,2,596
122491,189580,2015-2016,01/04/2016,82957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,186,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,104,19344
122496,189586,2014-2015,01/05/2015,83052,Motor vehicle exceed speed limit - over 10 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,327,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,124,40548
122576,189691,2012-2013,01/04/2013,24735,Drive in bus lane - Camera Detected - Corporation,ROAD RULES 2008,154(1),1490,Y,Fixed Digital Bus Lane Camera,8466.0,EPPING ROAD LANE COVE EASTBOUND,,,,,,,,,,,,,2,2980
122582,189697,2015-2016,01/01/2016,83491,Proceed through red traffic arrow - Camera recorded - Individual,ROAD RULES 2014,60,425,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1275
122596,189716,2013-2014,01/09/2013,74734,Proceed through red traffic arrow - Camera Detected - School Zone - Individual,ROAD RULES 2008,60,506,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,7,3542
122604,189725,2016-2017,01/07/2016,83408,Proceed through red traffic light - School Zone - Camera recorded - Individual,ROAD RULES 2014,59(1),541,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1623
122622,189744,2015-2016,01/08/2015,33406,Proceed through red traffic light - Camera recorded - Corporation,ROAD RULES 2014,59(1),2125,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,1,2125
122989,190489,2014-2015,01/06/2015,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,254,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,259,65786
123022,190581,2015-2016,01/11/2015,32957,Motor vehicle exceed speed limit - 10 km/h and under - School Zone - Camera recorded - Corporation,ROAD RULES 2014,20,930,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,2,1860
123049,190639,2014-2015,01/06/2015,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,835,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,4,3340
123163,190887,2014-2015,01/06/2015,83406,Proceed through red traffic light - Camera recorded - Individual,ROAD RULES 2014,59(1),415,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,NOT STOP AT RED LIGHT,,,Y,,,,,,,,30,12450
123191,190934,2016-2017,01/06/2017,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,455,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,455
123194,190937,2017-2018,01/09/2017,82950,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,269,Y,Fixed Digital Speed Camera,9550.0,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,41,11029
123232,190999,2013-2014,01/11/2013,74732,Proceed through red traffic light - Camera Detected - School Zone - Individual,ROAD RULES 2008,59(1),506,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,4,2024
123320,191150,2013-2014,01/05/2014,74702,Exceed speed limit 10 km/h and under - Camera Detected - School Zone,ROAD RULES 2008,20,177,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,363,64251
123343,191189,2015-2016,01/09/2015,83492,Proceed through red traffic arrow - School zone - Camera recorded - Individual,ROAD RULES 2014,60,531,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,NOT STOP AT RED LIGHT,,,Y,,,,,,,,3,1593
123367,191229,2016-2017,01/06/2017,33063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Corporation,ROAD RULES 2014,20,570,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,1,570
123397,191276,2016-2017,01/12/2016,83063,Motor vehicle exceed speed limit - 10 km/h and under - Camera recorded - Individual,ROAD RULES 2014,20,114,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED 10KM/H OR UNDER,Y,,,Y,,,,,,,27,3078
123440,191346,2016-2017,01/10/2016,83093,Motor vehicle exceed speed limit - over 45 km/h - Camera recorded - Individual,ROAD RULES 2014,20,2350,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED 45KM/H OR OVER,Y,,,Y,,,,,,,3,7050
123487,191420,2014-2015,01/01/2015,83180,Motor vehicle exceed speed limit - over 10 km/h - Camera recorded - Individual,ROAD RULES 2014,20,436,Y,Fixed Digital Speed Camera,9655.0,LANE COVE TUNNEL LANE COVE EASTBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,2,872
123536,191507,2013-2014,01/07/2013,74703,Exceed speed limit over 10km/h - Camera Detected,ROAD RULES 2008,20,248,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,EXCEED SPEED OVER 10KM/H,Y,,,Y,,,,,,,11,2728
123574,191573,2013-2014,01/01/2014,74707,Exceed speed limit over 30 km/h - Camera Detected,ROAD RULES 2008,20,815,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,2,1630
123581,191583,2016-2017,01/09/2016,83039,Motor vehicle exceed speed limit - over 20 km/h - School Zone - Camera recorded - Individual,ROAD RULES 2014,20,568,Y,Red Light / Speed Camera,7254.0,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,4,2272
123602,191610,2015-2016,01/03/2016,82960,Motor vehicle exceed speed limit - over 30 km/h - Camera recorded - Individual,ROAD RULES 2014,20,855,Y,Fixed Digital Speed Camera,9656.0,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,EXCEED SPEED OVER 30KM/H,Y,,,Y,,,,,,,18,15390
123605,191614,2017-2018,01/07/2017,82995,Motor vehicle exceed speed limit - over 20 km/h - Camera recorded - Individual,ROAD RULES 2014,20,462,Y,Red Light / Speed Camera,7297.0,EPPING ROAD LANE COVE WESTBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,462
123621,191641,2014-2015,01/11/2014,74705,Exceed speed limit over 20km/h - Camera Detected,ROAD RULES 2008,20,436,Y,Red Light / Speed Camera,7270.0,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,EXCEED SPEED OVER 20KM/H,Y,,,Y,,,,,,,1,436
