,LOCATION_CODE,CAMERA_TYPE,LOCATION_DETAILS,SCHOOL_ZONE_IND,SPEED_IND,RED_LIGHT_CAMERA_IND
3067,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3068,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3070,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3071,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3072,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3073,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3075,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3076,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3077,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3079,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3080,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3082,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3083,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3084,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3085,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3086,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3087,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3088,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3089,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3090,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3091,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3093,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3094,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3095,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3096,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3097,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3098,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3099,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3100,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3101,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3102,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3103,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3105,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3107,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3109,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3110,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3112,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3114,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3117,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3118,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3119,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3120,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3121,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3122,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3123,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3124,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3126,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3127,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3128,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3129,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3130,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3131,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3132,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3133,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3134,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3135,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3136,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3137,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3138,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3139,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3140,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3141,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3142,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3143,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3144,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3145,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3146,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3148,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3149,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3150,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3151,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3152,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3154,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3155,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3157,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3158,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3159,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3161,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3162,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3163,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3164,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3165,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3167,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3169,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3170,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3171,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3172,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3173,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3174,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3175,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3176,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3179,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3180,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3181,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3182,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3184,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3185,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3186,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3187,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3188,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3189,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3190,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3191,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3192,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3193,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3196,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3197,22901.0,Mobile Digital Speed Camera,MOWBRAY ROAD LANE COVE NORTH WESTBOUND,,Y,
3198,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3199,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3200,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3201,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3202,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3206,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3207,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3208,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3210,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3211,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3212,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3214,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3215,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3216,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3217,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3218,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3219,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3220,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3222,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3224,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3226,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3227,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3228,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3229,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3230,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3232,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3233,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3234,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3235,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3236,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3237,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3238,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3240,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3241,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3242,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3243,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3244,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3245,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3246,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3247,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3248,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3249,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3250,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3251,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3252,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3253,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3255,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3256,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3257,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3258,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3260,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3261,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3262,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3263,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3264,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3267,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3268,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3269,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3270,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3271,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3273,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3274,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3275,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3276,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3278,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3279,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3280,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3283,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3284,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3285,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3286,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3287,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3289,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3290,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3291,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3292,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3293,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3294,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3295,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3298,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3299,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3300,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3302,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3303,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3304,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3305,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3307,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3308,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3309,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3311,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3312,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3313,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3314,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3315,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3316,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3317,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3319,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,Y,Y,
3320,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3321,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3323,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3324,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3325,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3327,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3328,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,,Y,
3329,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3330,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3331,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3332,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3333,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3334,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3335,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3336,7254.0,Red Light / Speed Camera,LANE COVE ROAD (SOUTHBOUND) NORTH RYDE SOUTHBOUND,,Y,
3337,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3339,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3340,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3341,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3342,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3343,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3344,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3345,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3346,7297.0,Red Light / Speed Camera,EPPING ROAD LANE COVE WESTBOUND,,Y,
3347,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3348,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3349,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3350,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3351,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3352,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3353,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3354,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3355,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3357,9550.0,Fixed Digital Speed Camera,CENTENNIAL AVENUE LANE COVE SOUTHBOUND,,Y,
3358,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
3359,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3361,7270.0,Red Light / Speed Camera,LANE COVE ROAD (NORTHBOUND) NORTH RYDE NORTHBOUND,Y,Y,
3362,9655.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE EASTBOUND,,Y,
3363,9656.0,Fixed Digital Speed Camera,LANE COVE TUNNEL LANE COVE WEST WESTBOUND,,Y,
